2023-05-07T21:29:59.927+09:00,lsymi,KeyEvent,65535:16:1,Chess_game,Editor,C:/Users/lsymi/CLionProjects/Chess_game/SFMLChessGame.h,,3,6,Changes
2023-05-07T21:30:00.577+09:00,lsymi,KeyEvent,83:83:1,Chess_game,Editor,C:/Users/lsymi/CLionProjects/Chess_game/SFMLChessGame.h,,3,6,Changes
2023-05-07T21:30:00.687+09:00,lsymi,KeyEvent,70:70:1,Chess_game,Editor,C:/Users/lsymi/CLionProjects/Chess_game/SFMLChessGame.h,,3,7,Changes
2023-05-07T21:30:00.868+09:00,lsymi,KeyEvent,77:77:1,Chess_game,Editor,C:/Users/lsymi/CLionProjects/Chess_game/SFMLChessGame.h,,3,8,Changes
2023-05-07T21:30:00.903+09:00,lsymi,KeyEvent,76:76:1,Chess_game,Editor,C:/Users/lsymi/CLionProjects/Chess_game/SFMLChessGame.h,,3,9,Changes
2023-05-07T21:30:03.545+09:00,lsymi,KeyEvent,65535:16:1,Chess_game,Editor,C:/Users/lsymi/CLionProjects/Chess_game/SFMLChessGame.h,,11,4,Changes
2023-05-07T21:30:04.058+09:00,lsymi,KeyEvent,65535:16:1,Chess_game,Editor,C:/Users/lsymi/CLionProjects/Chess_game/SFMLChessGame.h,,11,4,Changes
2023-05-07T21:30:04.092+09:00,lsymi,KeyEvent,83:83:1,Chess_game,Editor,C:/Users/lsymi/CLionProjects/Chess_game/SFMLChessGame.h,,11,4,Changes
2023-05-07T21:30:04.174+09:00,lsymi,KeyEvent,70:70:1,Chess_game,Editor,C:/Users/lsymi/CLionProjects/Chess_game/SFMLChessGame.h,,11,5,Changes
2023-05-07T21:30:04.219+09:00,lsymi,KeyEvent,77:77:1,Chess_game,Editor,C:/Users/lsymi/CLionProjects/Chess_game/SFMLChessGame.h,,11,6,Changes
2023-05-07T21:30:04.308+09:00,lsymi,KeyEvent,76:76:1,Chess_game,Editor,C:/Users/lsymi/CLionProjects/Chess_game/SFMLChessGame.h,,11,7,Changes
2023-05-07T21:30:05.360+09:00,lsymi,Action,EditorEscape,Chess_game,Editor,C:/Users/lsymi/CLionProjects/Chess_game/SFMLChessGame.h,,11,8,Changes
2023-05-07T21:30:05.371+09:00,lsymi,KeyEvent,27:27:0,Chess_game,Editor,C:/Users/lsymi/CLionProjects/Chess_game/SFMLChessGame.h,,11,8,Changes
2023-05-07T21:30:07.212+09:00,lsymi,KeyEvent,65535:16:1,Chess_game,Editor,C:/Users/lsymi/CLionProjects/Chess_game/SFMLChessGame.h,,12,5,Changes
2023-05-07T21:30:07.715+09:00,lsymi,KeyEvent,83:83:1,Chess_game,Editor,C:/Users/lsymi/CLionProjects/Chess_game/SFMLChessGame.h,,12,5,Changes
2023-05-07T21:30:07.797+09:00,lsymi,KeyEvent,70:70:1,Chess_game,Editor,C:/Users/lsymi/CLionProjects/Chess_game/SFMLChessGame.h,,12,6,Changes
2023-05-07T21:30:07.871+09:00,lsymi,KeyEvent,77:77:1,Chess_game,Editor,C:/Users/lsymi/CLionProjects/Chess_game/SFMLChessGame.h,,12,7,Changes
2023-05-07T21:30:07.900+09:00,lsymi,KeyEvent,76:76:1,Chess_game,Editor,C:/Users/lsymi/CLionProjects/Chess_game/SFMLChessGame.h,,12,8,Changes
2023-05-07T21:30:08.381+09:00,lsymi,Action,EditorEscape,Chess_game,Editor,C:/Users/lsymi/CLionProjects/Chess_game/SFMLChessGame.h,,12,9,Changes
2023-05-07T21:30:08.386+09:00,lsymi,KeyEvent,27:27:0,Chess_game,Editor,C:/Users/lsymi/CLionProjects/Chess_game/SFMLChessGame.h,,12,9,Changes
2023-05-07T21:30:09.866+09:00,lsymi,KeyEvent,65535:16:1,Chess_game,Editor,C:/Users/lsymi/CLionProjects/Chess_game/SFMLChessGame.h,,12,9,Changes
